order_id,order_date,region,category,channel,units_sold,unit_price,unit_cost,revenue,cost,profit
50313,2025-03-24,Northeast,Electronics,Online,6,63.63,78.53,381.78,471.18,-89.4
50314,2025-05-11,Northeast,Home Office,Online,1,267.09,137.13,267.09,137.13,129.96
50315,2025-11-25,Northeast,Electronics,Online,3,50.66,14.89,151.98,44.67,107.31
50316,2025-04-10,South,Home Office,Retail,1,191.08,53.97,191.08,53.97,137.11
50317,2025-09-13,West,Software,Online,3,308.52,36.7,925.56,110.1,815.46
50318,2025-02-18,South,Accessories,Online,7,286.94,79.53,2008.58,556.71,1451.87
50319,2025-03-04,South,Software,Online,5,214.23,39.01,1071.15,195.05,876.1
50320,2025-11-07,Northeast,Software,Online,1,225.94,210.65,225.94,210.65,15.29
50321,2025-10-17,South,Electronics,Partner,3,128.85,18.42,386.55,55.26,331.29
50322,2025-04-15,Northeast,Home Office,Online,5,238.82,189.14,1194.1,945.7,248.4
50323,2025-04-15,South,Accessories,Online,5,477.56,50.81,2387.8,254.05,2133.75
50324,2025-11-21,Midwest,Accessories,Online,3,428.22,284.1,1284.66,852.3,432.36
50325,2025-01-15,West,Home Office,Online,3,89.71,280.6,269.13,841.8,-572.67
50326,2025-06-24,West,Electronics,Retail,2,34.29,75.4,68.58,150.8,-82.22
50327,2025-09-16,Northeast,Electronics,Online,5,468.09,188.18,2340.45,940.9,1399.55
50328,2025-07-30,Midwest,Electronics,Online,3,272.84,18.12,818.52,54.36,764.16
50329,2025-09-16,West,Accessories,Retail,5,278.16,280.22,1390.8,1401.1,-10.3
50330,2025-04-12,Northeast,Electronics,Online,1,394.74,161.67,394.74,161.67,233.07
50331,2025-09-17,South,Electronics,Retail,7,171.05,22.53,1197.35,157.71,1039.64
50332,2025-12-10,South,Accessories,Online,4,251.32,109.32,1005.28,437.28,568.0
50333,2025-06-08,Midwest,Accessories,Online,4,484.96,32.29,1939.84,129.16,1810.68
50334,2025-02-14,West,Software,Retail,6,342.63,123.95,2055.78,743.7,1312.08
50335,2025-10-28,South,Accessories,Retail,3,93.8,204.28,281.4,612.84,-331.44
50336,2025-09-08,Northeast,Home Office,Online,3,83.95,146.27,251.85,438.81,-186.96
50337,2025-11-27,South,Accessories,Online,5,118.05,121.28,590.25,606.4,-16.15
50338,2025-06-14,South,Accessories,Online,6,388.02,44.56,2328.12,267.36,2060.76
50339,2025-07-12,West,Electronics,Online,3,161.78,81.03,485.34,243.09,242.25
50340,2025-01-09,West,Software,Online,5,30.27,39.04,151.35,195.2,-43.85
50341,2025-03-06,Northeast,Electronics,Retail,3,473.2,244.17,1419.6,732.51,687.09
50342,2025-10-09,Midwest,Software,Online,5,101.46,49.22,507.3,246.1,261.2
50343,2025-06-30,Midwest,Electronics,Online,3,24.59,182.66,73.77,547.98,-474.21
50344,2025-10-09,South,Home Office,Online,2,133.82,109.39,267.64,218.78,48.86
50345,2025-10-06,Northeast,Electronics,Online,7,132.81,75.53,929.67,528.71,400.96
50346,2025-01-30,Midwest,Electronics,Retail,5,222.56,195.45,1112.8,977.25,135.55
50347,2025-09-23,Midwest,Home Office,Online,7,461.79,142.53,3232.53,997.71,2234.82
50348,2025-11-24,South,Home Office,Online,2,442.01,126.04,884.02,252.08,631.94
50349,2025-08-05,Northeast,Accessories,Partner,2,239.31,181.93,478.62,363.86,114.76
50350,2025-11-16,Midwest,Electronics,Online,2,217.23,152.47,434.46,304.94,129.52
50351,2025-04-15,West,Home Office,Online,2,286.4,98.01,572.8,196.02,376.78
50352,2025-07-03,West,Home Office,Online,1,136.86,172.13,136.86,172.13,-35.27
50353,2025-11-26,South,Accessories,Partner,7,45.05,204.15,315.35,1429.05,-1113.7
50354,2025-05-28,South,Software,Partner,6,470.83,17.74,2824.98,106.44,2718.54
50355,2025-04-15,South,Home Office,Online,7,109.62,145.1,767.34,1015.7,-248.36
50356,2025-02-16,South,Home Office,Online,4,115.23,26.73,460.92,106.92,354.0
50357,2025-03-28,Midwest,Electronics,Partner,1,246.78,64.06,246.78,64.06,182.72
50358,2025-11-05,Northeast,Accessories,Online,3,255.97,172.55,767.91,517.65,250.26
50359,2025-05-09,South,Electronics,Online,3,28.85,261.19,86.55,783.57,-697.02
50360,2025-09-15,South,Software,Retail,6,91.02,266.01,546.12,1596.06,-1049.94
50361,2025-11-10,Midwest,Accessories,Online,4,201.51,30.28,806.04,121.12,684.92
50362,2025-05-27,South,Electronics,Online,4,348.19,131.54,1392.76,526.16,866.6
50363,2025-03-13,South,Home Office,Retail,4,129.64,179.07,518.56,716.28,-197.72
50364,2025-05-20,Northeast,Home Office,Online,2,223.05,52.65,446.1,105.3,340.8
50365,2025-01-27,West,Accessories,Online,1,287.53,231.98,287.53,231.98,55.55
50366,2025-01-29,South,Home Office,Online,3,446.52,225.83,1339.56,677.49,662.07
50367,2025-09-28,Midwest,Electronics,Online,1,176.51,271.97,176.51,271.97,-95.46
50368,2025-06-23,Northeast,Accessories,Online,1,84.11,12.46,84.11,12.46,71.65
50369,2025-09-10,Midwest,Home Office,Online,1,254.85,72.84,254.85,72.84,182.01
50370,2025-03-01,Northeast,Home Office,Retail,4,378.43,249.88,1513.72,999.52,514.2
50371,2025-04-17,Northeast,Software,Partner,6,72.73,204.47,436.38,1226.82,-790.44
50372,2025-08-08,South,Software,Online,6,223.85,269.37,1343.1,1616.22,-273.12
50373,2025-09-16,South,Accessories,Retail,4,28.54,26.58,114.16,106.32,7.84
50374,2025-05-26,South,Software,Retail,3,36.11,183.12,108.33,549.36,-441.03
50375,2025-02-21,West,Electronics,Retail,3,251.82,175.02,755.46,525.06,230.4
50376,2025-03-01,West,Home Office,Online,3,163.13,20.35,489.39,61.05,428.34
50377,2025-02-03,Midwest,Home Office,Partner,6,425.65,158.92,2553.9,953.52,1600.38
50378,2025-04-06,South,Home Office,Online,6,309.03,186.76,1854.18,1120.56,733.62
50379,2025-03-30,West,Accessories,Online,1,237.89,65.48,237.89,65.48,172.41
50380,2025-11-12,South,Accessories,Online,4,215.81,89.27,863.24,357.08,506.16
50381,2025-08-19,West,Software,Retail,2,258.68,195.7,517.36,391.4,125.96
50382,2025-10-02,West,Home Office,Online,1,39.41,145.81,39.41,145.81,-106.4
50383,2025-09-03,Northeast,Home Office,Online,5,448.54,258.82,2242.7,1294.1,948.6
50384,2025-04-21,South,Home Office,Retail,6,499.19,109.29,2995.14,655.74,2339.4
50385,2025-08-22,South,Home Office,Partner,1,107.11,87.33,107.11,87.33,19.78
50386,2025-10-05,West,Home Office,Retail,4,77.78,295.61,311.12,1182.44,-871.32
50387,2025-06-15,South,Electronics,Online,5,88.92,274.23,444.6,1371.15,-926.55
50388,2025-05-08,West,Home Office,Online,7,337.29,18.41,2361.03,128.87,2232.16
50389,2025-08-25,South,Electronics,Retail,1,337.49,233.51,337.49,233.51,103.98
50390,2025-10-18,Northeast,Home Office,Online,4,427.0,42.0,1708.0,168.0,1540.0
50391,2025-04-17,South,Accessories,Retail,4,380.88,17.97,1523.52,71.88,1451.64
50392,2025-05-08,Northeast,Accessories,Online,6,235.85,89.37,1415.1,536.22,878.88
50393,2025-07-14,Midwest,Electronics,Partner,2,314.17,88.11,628.34,176.22,452.12
50394,2025-12-05,South,Home Office,Online,1,350.38,247.6,350.38,247.6,102.78
50395,2025-05-23,South,Accessories,Online,4,266.11,216.09,1064.44,864.36,200.08
50396,2025-04-21,South,Accessories,Partner,3,248.31,294.67,744.93,884.01,-139.08
50397,2025-03-31,Northeast,Home Office,Online,4,329.65,216.34,1318.6,865.36,453.24
50398,2025-09-08,South,Home Office,Online,2,287.59,131.29,575.18,262.58,312.6
50399,2025-10-07,South,Accessories,Retail,4,329.09,212.69,1316.36,850.76,465.6
50400,2025-11-29,West,Home Office,Online,6,314.17,299.84,1885.02,1799.04,85.98
50401,2025-08-12,Midwest,Software,Online,7,365.21,215.94,2556.47,1511.58,1044.89
50402,2025-04-11,Northeast,Home Office,Online,1,328.55,230.89,328.55,230.89,97.66
50403,2025-05-12,West,Accessories,Online,6,269.48,282.13,1616.88,1692.78,-75.9
50404,2025-01-13,Northeast,Accessories,Online,1,347.26,42.96,347.26,42.96,304.3
50405,2025-04-08,West,Electronics,Retail,5,235.75,214.39,1178.75,1071.95,106.8
50406,2025-04-30,Midwest,Software,Retail,1,136.0,256.73,136.0,256.73,-120.73
50407,2025-10-20,West,Accessories,Online,5,20.68,286.77,103.4,1433.85,-1330.45
50408,2025-10-31,Northeast,Software,Online,6,288.78,71.18,1732.68,427.08,1305.6
50409,2025-07-18,South,Home Office,Partner,3,303.51,156.14,910.53,468.42,442.11
50410,2025-01-01,South,Accessories,Partner,2,486.58,207.36,973.16,414.72,558.44
50411,2025-03-01,Midwest,Electronics,Online,3,193.51,81.77,580.53,245.31,335.22
50412,2025-09-07,Northeast,Accessories,Retail,5,209.18,184.14,1045.9,920.7,125.2
50413,2025-05-20,Northeast,Electronics,Retail,4,116.86,84.7,467.44,338.8,128.64
50414,2025-05-29,Northeast,Software,Online,4,53.86,106.7,215.44,426.8,-211.36
50415,2025-02-13,Midwest,Electronics,Online,3,390.95,138.04,1172.85,414.12,758.73
50416,2025-07-05,South,Home Office,Online,4,139.85,163.47,559.4,653.88,-94.48
50417,2025-04-18,West,Home Office,Retail,5,312.27,140.32,1561.35,701.6,859.75
50418,2025-02-13,Midwest,Home Office,Retail,6,350.13,153.03,2100.78,918.18,1182.6
50419,2025-03-19,West,Accessories,Retail,2,246.19,96.59,492.38,193.18,299.2
50420,2025-08-14,South,Home Office,Online,7,440.65,56.1,3084.55,392.7,2691.85
50421,2025-06-11,Midwest,Home Office,Retail,1,233.02,23.73,233.02,23.73,209.29
50422,2025-10-08,South,Accessories,Retail,5,156.76,66.83,783.8,334.15,449.65
50423,2025-09-10,West,Software,Partner,7,450.09,178.76,3150.63,1251.32,1899.31
50424,2025-05-12,Northeast,Home Office,Online,5,433.55,237.97,2167.75,1189.85,977.9
50425,2025-05-24,Northeast,Home Office,Retail,1,98.74,59.08,98.74,59.08,39.66
50426,2025-09-23,West,Accessories,Online,1,32.46,41.48,32.46,41.48,-9.02
50427,2025-04-19,Northeast,Software,Retail,2,63.19,227.29,126.38,454.58,-328.2
50428,2025-07-13,West,Software,Retail,2,157.54,98.5,315.08,197.0,118.08
50429,2025-02-04,Midwest,Software,Online,2,486.68,285.93,973.36,571.86,401.5
50430,2025-10-02,Midwest,Accessories,Retail,4,288.09,217.15,1152.36,868.6,283.76
50431,2025-07-06,Midwest,Electronics,Online,5,199.17,104.76,995.85,523.8,472.05
50432,2025-08-31,Northeast,Electronics,Retail,6,446.58,93.97,2679.48,563.82,2115.66
50433,2025-09-21,South,Home Office,Online,1,237.51,161.87,237.51,161.87,75.64
50434,2025-01-10,Northeast,Home Office,Retail,5,171.31,32.95,856.55,164.75,691.8
50435,2025-06-15,Northeast,Home Office,Partner,7,471.79,44.13,3302.53,308.91,2993.62
50436,2025-01-29,South,Electronics,Online,5,427.77,61.0,2138.85,305.0,1833.85
50437,2025-09-28,South,Accessories,Online,2,424.96,234.67,849.92,469.34,380.58
50438,2025-03-28,South,Home Office,Online,2,265.9,159.02,531.8,318.04,213.76
50439,2025-01-23,South,Accessories,Online,5,398.93,13.06,1994.65,65.3,1929.35
50440,2025-07-29,Northeast,Home Office,Online,2,106.09,205.32,212.18,410.64,-198.46
50441,2025-02-15,West,Accessories,Retail,4,295.15,132.87,1180.6,531.48,649.12
50442,2025-01-28,Midwest,Accessories,Partner,1,492.25,158.15,492.25,158.15,334.1
50443,2025-01-26,West,Electronics,Partner,7,159.66,72.09,1117.62,504.63,612.99
50444,2025-09-23,Northeast,Accessories,Online,5,401.29,170.02,2006.45,850.1,1156.35
50445,2025-06-24,South,Software,Retail,1,255.43,293.95,255.43,293.95,-38.52
50446,2025-01-04,Midwest,Electronics,Retail,4,39.11,31.3,156.44,125.2,31.24
50447,2025-11-07,Midwest,Home Office,Online,7,386.25,92.34,2703.75,646.38,2057.37
50448,2025-11-18,West,Electronics,Online,2,100.91,80.47,201.82,160.94,40.88
50449,2025-03-08,Northeast,Software,Online,3,323.11,82.08,969.33,246.24,723.09
50450,2025-05-15,Northeast,Software,Retail,4,61.12,119.82,244.48,479.28,-234.8
50451,2025-02-24,Northeast,Accessories,Online,3,474.5,247.25,1423.5,741.75,681.75
50452,2025-01-31,Midwest,Software,Retail,1,160.03,274.73,160.03,274.73,-114.7
50453,2025-03-15,West,Software,Online,5,128.7,68.64,643.5,343.2,300.3
50454,2025-01-19,Midwest,Software,Partner,7,81.99,167.46,573.93,1172.22,-598.29
50455,2025-06-05,Midwest,Software,Online,2,474.08,194.7,948.16,389.4,558.76
50456,2025-12-03,South,Home Office,Retail,7,361.71,161.33,2531.97,1129.31,1402.66
50457,2025-06-05,West,Home Office,Online,4,376.0,135.88,1504.0,543.52,960.48
50458,2025-05-27,South,Electronics,Online,2,259.71,65.67,519.42,131.34,388.08
50459,2025-03-28,Northeast,Accessories,Retail,3,247.87,151.58,743.61,454.74,288.87
50460,2025-01-20,Midwest,Home Office,Partner,3,72.81,126.35,218.43,379.05,-160.62
50461,2025-09-26,West,Software,Online,6,288.72,240.71,1732.32,1444.26,288.06
50462,2025-11-29,Northeast,Accessories,Online,7,138.52,231.45,969.64,1620.15,-650.51
50463,2025-02-12,West,Home Office,Online,5,489.03,48.86,2445.15,244.3,2200.85
50464,2025-11-02,Midwest,Electronics,Online,3,402.36,35.67,1207.08,107.01,1100.07
50465,2025-01-28,West,Software,Online,5,218.24,273.36,1091.2,1366.8,-275.6
50466,2025-09-17,Northeast,Accessories,Retail,6,92.64,165.3,555.84,991.8,-435.96
50467,2025-01-22,South,Home Office,Partner,4,396.96,258.76,1587.84,1035.04,552.8
50468,2025-04-11,Midwest,Accessories,Online,6,78.59,26.86,471.54,161.16,310.38
50469,2025-02-08,South,Home Office,Online,5,110.88,162.69,554.4,813.45,-259.05
50470,2025-10-17,Midwest,Electronics,Online,3,121.53,166.43,364.59,499.29,-134.7
50471,2025-12-19,Northeast,Software,Online,1,287.31,259.6,287.31,259.6,27.71
50472,2025-10-27,Midwest,Electronics,Online,5,397.79,38.31,1988.95,191.55,1797.4
50473,2025-06-19,South,Software,Online,2,170.87,79.73,341.74,159.46,182.28
50474,2025-10-23,Midwest,Software,Online,1,60.64,127.9,60.64,127.9,-67.26
50475,2025-12-19,Northeast,Accessories,Online,7,242.98,261.09,1700.86,1827.63,-126.77
50476,2025-05-10,Midwest,Home Office,Online,5,379.09,282.28,1895.45,1411.4,484.05
50477,2025-06-05,South,Electronics,Online,2,126.4,297.89,252.8,595.78,-342.98
50478,2025-03-15,Northeast,Electronics,Online,7,125.56,288.17,878.92,2017.19,-1138.27
50479,2025-12-08,South,Electronics,Partner,6,474.67,11.72,2848.02,70.32,2777.7
50480,2025-03-31,Midwest,Accessories,Retail,1,477.99,23.84,477.99,23.84,454.15
50481,2025-03-08,West,Accessories,Partner,5,495.42,52.81,2477.1,264.05,2213.05
50482,2025-08-24,South,Accessories,Online,4,407.68,111.17,1630.72,444.68,1186.04
50483,2025-07-19,Midwest,Software,Online,6,110.33,250.68,661.98,1504.08,-842.1
50484,2025-11-28,West,Electronics,Online,2,121.75,268.87,243.5,537.74,-294.24
50485,2025-08-15,West,Software,Online,4,183.31,64.18,733.24,256.72,476.52
50486,2025-12-14,Northeast,Electronics,Retail,3,172.7,189.7,518.1,569.1,-51.0
50487,2025-08-21,West,Electronics,Online,6,479.13,276.03,2874.78,1656.18,1218.6
50488,2025-09-23,South,Home Office,Online,6,398.76,144.48,2392.56,866.88,1525.68
50489,2025-03-27,South,Electronics,Online,5,367.52,40.03,1837.6,200.15,1637.45
50490,2025-04-12,West,Accessories,Online,5,109.26,142.77,546.3,713.85,-167.55
50491,2025-08-02,Midwest,Accessories,Partner,2,456.57,118.98,913.14,237.96,675.18
50492,2025-04-18,South,Accessories,Online,6,417.38,177.52,2504.28,1065.12,1439.16
50493,2025-06-14,South,Home Office,Retail,5,98.55,137.21,492.75,686.05,-193.3
50494,2025-04-01,Northeast,Home Office,Online,3,438.16,15.03,1314.48,45.09,1269.39
50495,2025-07-11,Midwest,Software,Partner,7,150.68,298.26,1054.76,2087.82,-1033.06
50496,2025-12-01,West,Electronics,Online,7,58.82,167.63,411.74,1173.41,-761.67
50497,2025-03-27,Midwest,Electronics,Retail,7,335.27,147.35,2346.89,1031.45,1315.44
50498,2025-08-10,Northeast,Accessories,Online,5,333.83,286.84,1669.15,1434.2,234.95
50499,2025-12-29,Northeast,Accessories,Retail,6,65.57,55.2,393.42,331.2,62.22
50500,2025-04-11,Midwest,Accessories,Online,7,173.05,64.88,1211.35,454.16,757.19
50501,2025-08-14,Northeast,Accessories,Online,1,496.55,244.32,496.55,244.32,252.23
50502,2025-12-30,Northeast,Accessories,Partner,4,345.64,85.64,1382.56,342.56,1040.0
50503,2025-03-01,Northeast,Accessories,Partner,6,370.44,241.78,2222.64,1450.68,771.96
50504,2025-09-07,Midwest,Electronics,Online,3,122.2,88.74,366.6,266.22,100.38
50505,2025-02-17,Northeast,Home Office,Retail,6,57.82,19.62,346.92,117.72,229.2
50506,2025-04-27,West,Accessories,Online,3,152.91,159.93,458.73,479.79,-21.06
50507,2025-08-15,West,Electronics,Retail,6,139.47,67.04,836.82,402.24,434.58
50508,2025-12-28,South,Accessories,Retail,7,132.58,229.78,928.06,1608.46,-680.4
50509,2025-02-02,West,Software,Online,4,112.52,195.95,450.08,783.8,-333.72
50510,2025-02-13,South,Software,Partner,4,295.88,277.84,1183.52,1111.36,72.16
50511,2025-06-14,Midwest,Electronics,Retail,3,177.49,237.07,532.47,711.21,-178.74
50512,2025-12-11,Northeast,Home Office,Online,6,413.77,62.43,2482.62,374.58,2108.04
50513,2025-10-19,West,Software,Retail,4,108.29,242.05,433.16,968.2,-535.04
50514,2025-12-03,South,Software,Online,2,243.02,196.1,486.04,392.2,93.84
50515,2025-12-10,Midwest,Home Office,Retail,6,26.56,204.0,159.36,1224.0,-1064.64
50516,2025-10-14,South,Software,Retail,4,251.21,251.36,1004.84,1005.44,-0.6
50517,2025-12-30,Northeast,Accessories,Online,1,46.8,176.41,46.8,176.41,-129.61
50518,2025-08-13,West,Home Office,Retail,1,489.31,145.14,489.31,145.14,344.17
50519,2025-10-13,Midwest,Software,Online,2,399.48,194.63,798.96,389.26,409.7
50520,2025-07-23,South,Home Office,Online,4,255.25,96.41,1021.0,385.64,635.36
50521,2025-06-21,Midwest,Accessories,Online,1,61.56,62.95,61.56,62.95,-1.39
50522,2025-01-12,South,Software,Online,7,304.37,188.81,2130.59,1321.67,808.92
50523,2025-11-03,South,Electronics,Retail,6,384.21,77.82,2305.26,466.92,1838.34
50524,2025-05-01,Northeast,Software,Online,5,111.54,33.18,557.7,165.9,391.8
50525,2025-09-01,Northeast,Software,Online,4,292.74,10.16,1170.96,40.64,1130.32
50526,2025-06-01,South,Accessories,Retail,2,410.82,186.41,821.64,372.82,448.82
50527,2025-06-01,West,Electronics,Online,4,388.76,115.02,1555.04,460.08,1094.96
50528,2025-07-07,Midwest,Electronics,Online,3,405.44,228.17,1216.32,684.51,531.81
50529,2025-01-13,Midwest,Electronics,Online,3,442.08,118.8,1326.24,356.4,969.84
50530,2025-04-01,Northeast,Accessories,Retail,1,470.09,150.94,470.09,150.94,319.15
50531,2025-07-19,West,Accessories,Online,3,214.65,128.05,643.95,384.15,259.8
50532,2025-03-15,South,Accessories,Online,2,293.01,198.67,586.02,397.34,188.68
50533,2025-09-13,Northeast,Accessories,Online,1,399.52,113.28,399.52,113.28,286.24
50534,2025-10-03,South,Accessories,Retail,2,354.63,289.49,709.26,578.98,130.28
50535,2025-11-24,South,Electronics,Online,6,497.85,281.48,2987.1,1688.88,1298.22
50536,2025-11-25,Northeast,Home Office,Partner,2,26.57,255.93,53.14,511.86,-458.72
50537,2025-03-12,West,Accessories,Retail,3,190.46,276.89,571.38,830.67,-259.29
50538,2025-03-19,Midwest,Home Office,Partner,6,154.89,140.25,929.34,841.5,87.84
50539,2025-10-11,Northeast,Software,Online,3,145.91,165.56,437.73,496.68,-58.95
50540,2025-05-10,West,Software,Online,2,126.81,225.21,253.62,450.42,-196.8
50541,2025-02-12,South,Accessories,Partner,3,360.38,211.88,1081.14,635.64,445.5
50542,2025-01-08,Northeast,Software,Online,3,60.68,268.3,182.04,804.9,-622.86
50543,2025-01-13,Midwest,Home Office,Online,3,375.97,217.74,1127.91,653.22,474.69
50544,2025-08-01,Midwest,Software,Online,4,352.84,299.39,1411.36,1197.56,213.8
50545,2025-04-21,South,Software,Partner,6,140.39,111.07,842.34,666.42,175.92
50546,2025-10-18,Northeast,Home Office,Retail,6,141.36,251.57,848.16,1509.42,-661.26
50547,2025-01-23,Midwest,Software,Online,7,321.85,212.31,2252.95,1486.17,766.78
50548,2025-10-29,Northeast,Accessories,Retail,6,385.84,210.5,2315.04,1263.0,1052.04
50549,2025-09-11,Midwest,Home Office,Online,7,440.71,104.49,3084.97,731.43,2353.54
50550,2025-01-15,South,Home Office,Retail,2,429.03,237.82,858.06,475.64,382.42
50551,2025-05-10,South,Electronics,Online,7,483.14,271.11,3381.98,1897.77,1484.21
50552,2025-03-02,Northeast,Electronics,Retail,7,299.06,73.38,2093.42,513.66,1579.76
50553,2025-04-25,West,Home Office,Online,5,456.15,191.39,2280.75,956.95,1323.8
50554,2025-11-16,West,Home Office,Online,2,408.09,123.72,816.18,247.44,568.74
50555,2025-11-04,South,Electronics,Online,6,449.44,296.97,2696.64,1781.82,914.82
50556,2025-11-21,Midwest,Accessories,Online,1,25.58,148.86,25.58,148.86,-123.28
50557,2025-03-08,West,Software,Retail,3,483.63,76.21,1450.89,228.63,1222.26
50558,2025-09-06,South,Software,Online,3,247.29,120.74,741.87,362.22,379.65
50559,2025-06-24,Midwest,Software,Online,5,403.13,199.61,2015.65,998.05,1017.6
50560,2025-12-05,Midwest,Home Office,Online,1,81.06,32.07,81.06,32.07,48.99
50561,2025-01-02,West,Accessories,Online,4,210.05,185.04,840.2,740.16,100.04
50562,2025-06-21,South,Electronics,Online,7,150.3,280.06,1052.1,1960.42,-908.32
50563,2025-11-30,Midwest,Accessories,Online,2,160.0,256.61,320.0,513.22,-193.22
50564,2025-10-11,Midwest,Accessories,Online,4,79.16,29.63,316.64,118.52,198.12
50565,2025-02-23,Northeast,Software,Online,1,406.77,298.08,406.77,298.08,108.69
50566,2025-03-08,Northeast,Electronics,Online,5,24.44,212.63,122.2,1063.15,-940.95
50567,2025-04-12,West,Accessories,Partner,1,170.0,57.06,170.0,57.06,112.94
50568,2025-04-30,Northeast,Electronics,Retail,5,103.72,13.6,518.6,68.0,450.6
50569,2025-07-10,South,Home Office,Online,4,302.74,59.67,1210.96,238.68,972.28
50570,2025-10-31,West,Software,Retail,4,142.04,253.07,568.16,1012.28,-444.12
50571,2025-02-16,West,Electronics,Retail,1,144.32,16.28,144.32,16.28,128.04
50572,2025-08-10,Northeast,Home Office,Online,1,254.4,77.61,254.4,77.61,176.79
50573,2025-01-21,Midwest,Home Office,Retail,7,333.29,229.62,2333.03,1607.34,725.69
50574,2025-06-07,South,Home Office,Online,3,78.23,179.97,234.69,539.91,-305.22
50575,2025-12-14,South,Accessories,Retail,5,104.25,236.99,521.25,1184.95,-663.7
50576,2025-06-08,South,Accessories,Online,3,138.64,226.38,415.92,679.14,-263.22
50577,2025-08-23,West,Software,Online,2,487.4,24.67,974.8,49.34,925.46
50578,2025-05-30,South,Software,Online,2,210.63,268.83,421.26,537.66,-116.4
50579,2025-09-14,Midwest,Home Office,Partner,1,307.52,75.84,307.52,75.84,231.68
50580,2025-06-14,Midwest,Software,Retail,4,135.94,170.48,543.76,681.92,-138.16
50581,2025-03-18,Northeast,Accessories,Online,2,255.42,196.84,510.84,393.68,117.16
50582,2025-03-26,South,Software,Online,2,55.58,58.9,111.16,117.8,-6.64
50583,2025-02-15,West,Electronics,Online,3,36.68,293.11,110.04,879.33,-769.29
50584,2025-02-16,Northeast,Accessories,Online,3,244.99,151.57,734.97,454.71,280.26
50585,2025-08-01,Midwest,Home Office,Online,7,211.36,26.72,1479.52,187.04,1292.48
50586,2025-02-28,South,Home Office,Online,7,85.7,281.81,599.9,1972.67,-1372.77
50587,2025-02-23,Midwest,Software,Partner,2,350.05,180.02,700.1,360.04,340.06
50588,2025-12-08,Northeast,Accessories,Retail,1,496.59,212.77,496.59,212.77,283.82
50589,2025-01-12,Midwest,Home Office,Online,3,209.91,162.3,629.73,486.9,142.83
50590,2025-07-11,South,Home Office,Online,2,319.79,252.07,639.58,504.14,135.44
50591,2025-01-06,South,Accessories,Partner,4,482.23,19.61,1928.92,78.44,1850.48
50592,2025-11-05,Northeast,Accessories,Retail,3,419.14,87.83,1257.42,263.49,993.93
50593,2025-05-24,South,Home Office,Retail,2,242.51,146.2,485.02,292.4,192.62
50594,2025-12-12,Midwest,Software,Partner,7,373.99,32.22,2617.93,225.54,2392.39
50595,2025-09-18,Midwest,Software,Retail,5,81.5,214.71,407.5,1073.55,-666.05
50596,2025-03-14,West,Software,Online,3,265.81,124.16,797.43,372.48,424.95
50597,2025-06-23,West,Electronics,Online,5,153.95,89.07,769.75,445.35,324.4
50598,2025-08-20,West,Accessories,Partner,3,97.36,10.98,292.08,32.94,259.14
50599,2025-09-27,Midwest,Home Office,Online,3,224.61,218.75,673.83,656.25,17.58
50600,2025-12-28,Midwest,Electronics,Online,7,82.89,251.8,580.23,1762.6,-1182.37
50601,2025-08-10,Northeast,Software,Online,6,355.51,124.56,2133.06,747.36,1385.7
50602,2025-02-21,West,Electronics,Retail,6,239.0,173.62,1434.0,1041.72,392.28
50603,2025-04-26,Midwest,Home Office,Partner,5,274.95,76.03,1374.75,380.15,994.6
50604,2025-01-26,Northeast,Home Office,Online,1,90.26,190.44,90.26,190.44,-100.18
50605,2025-02-22,Midwest,Accessories,Online,2,87.09,13.52,174.18,27.04,147.14
50606,2025-12-31,Northeast,Software,Partner,1,300.04,151.71,300.04,151.71,148.33
50607,2025-01-29,West,Software,Online,1,492.8,196.82,492.8,196.82,295.98
50608,2025-01-19,West,Electronics,Online,6,66.2,276.28,397.2,1657.68,-1260.48
50609,2025-10-30,West,Software,Partner,2,157.15,120.59,314.3,241.18,73.12
50610,2025-10-06,Midwest,Electronics,Online,6,437.34,231.91,2624.04,1391.46,1232.58
50611,2025-04-27,Midwest,Home Office,Online,6,54.69,183.33,328.14,1099.98,-771.84
50612,2025-04-16,Northeast,Home Office,Retail,7,440.43,278.83,3083.01,1951.81,1131.2
50613,2025-11-05,South,Home Office,Online,6,271.66,125.53,1629.96,753.18,876.78
50614,2025-08-15,South,Home Office,Partner,4,215.97,102.54,863.88,410.16,453.72
50615,2025-12-18,West,Home Office,Online,1,168.65,267.27,168.65,267.27,-98.62
50616,2025-07-05,South,Electronics,Online,7,162.62,24.28,1138.34,169.96,968.38
50617,2025-09-18,West,Home Office,Online,7,166.79,49.55,1167.53,346.85,820.68
50618,2025-01-16,Northeast,Electronics,Online,1,444.71,33.9,444.71,33.9,410.81
50619,2025-09-30,South,Home Office,Retail,7,367.42,254.5,2571.94,1781.5,790.44
50620,2025-06-09,South,Electronics,Retail,1,341.47,13.08,341.47,13.08,328.39
50621,2025-12-24,West,Electronics,Partner,4,403.4,259.88,1613.6,1039.52,574.08
50622,2025-09-07,Northeast,Electronics,Online,3,143.42,140.87,430.26,422.61,7.65
50623,2025-08-12,South,Software,Retail,7,316.66,11.17,2216.62,78.19,2138.43
50624,2025-09-13,South,Electronics,Online,5,240.83,126.48,1204.15,632.4,571.75
50625,2025-06-29,South,Electronics,Retail,5,395.57,64.17,1977.85,320.85,1657.0
